model,operating_threshold,test_n,test_n_pos,test_n_neg,test_auroc,test_auroc_lo,test_auroc_hi,test_auprc,test_auprc_lo,test_auprc_hi,test_f1,test_f1_lo,test_f1_hi,test_accuracy,test_precision,test_recall,test_specificity,test_tn,test_fp,test_fn,test_tp,coverage
alphamissense,0.4430727158606051,37736,12795,24941,0.9656842418525853,0.9638916455911632,0.9673190673814251,0.93875382104953,0.9353767002165435,0.9419181409007561,0.8714473786107024,0.8670399270113112,0.8755131796282992,0.9120203519185923,0.8635561353695035,0.8794841735052755,0.9287117597530171,23163,1778,1542,11253,0.972777892348938
cadd_phred,24.2,38792,13266,25526,0.928104229304001,0.9253795864990703,0.930783704822841,0.8390252748392003,0.8318276737096119,0.8458856935684894,0.8074265669843744,0.8025244674897352,0.812301150203706,0.8598937925345432,0.7617837801698202,0.858887381275441,0.8604168298989265,21963,3563,1872,11394,1.0
